term,coef,se,ci94_lo,ci94_hi,odds_ratio
Intercept,-3.0953436279902506,0.12469419345920525,-3.3298676700218994,-2.860819585958602,0.04525945737144962
pressure_applied,-0.4635981678444297,0.3121367937691813,-1.0506630544343312,0.12346671874547172,0.6290162626512708
Bowler_Code,-0.03336430802134514,0.1487421081828637,-0.3131175143546171,0.24638889831192679,0.9671861417290374
pressure_applied:Bowler_Code,2.8953241404829972,0.3455686495187301,2.2453808332907097,3.545267447675285,18.08936398624195
Pitch_Code,0.1088187556228278,0.07083530581689737,-0.024407834789031885,0.2420453460346875,1.114960251750984
Batter_Avg_Scaled,-0.06953175891796266,0.0596944761784832,-0.18180474815639097,0.042741230320465645,0.932830507226559
