,0
mean_A,-0.4635981678444297
se_A,0.3121367937691813
ciA_lo,-1.0506630544343312
ciA_hi,0.12346671874547172
mean_B,2.4317259726385676
se_B,0.15289292669568
ciB_lo,2.1441659333777947
ciB_hi,2.7192860118993405
mean_diff,2.8953241404829972
se_diff,0.3455686495187301
ciD_lo,2.2453808332907097
ciD_hi,3.545267447675285
prob_B_gt_A,1.0
